----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
           Conv2d-95           [-1, 16, 32, 32]           2,304
      BatchNorm2d-96           [-1, 16, 32, 32]              32
       BasicBlock-97           [-1, 16, 32, 32]               0
           Conv2d-98           [-1, 16, 32, 32]           2,304
      BatchNorm2d-99           [-1, 16, 32, 32]              32
          Conv2d-100           [-1, 16, 32, 32]           2,304
     BatchNorm2d-101           [-1, 16, 32, 32]              32
      BasicBlock-102           [-1, 16, 32, 32]               0
          Conv2d-103           [-1, 16, 32, 32]           2,304
     BatchNorm2d-104           [-1, 16, 32, 32]              32
          Conv2d-105           [-1, 16, 32, 32]           2,304
     BatchNorm2d-106           [-1, 16, 32, 32]              32
      BasicBlock-107           [-1, 16, 32, 32]               0
          Conv2d-108           [-1, 16, 32, 32]           2,304
     BatchNorm2d-109           [-1, 16, 32, 32]              32
          Conv2d-110           [-1, 16, 32, 32]           2,304
     BatchNorm2d-111           [-1, 16, 32, 32]              32
      BasicBlock-112           [-1, 16, 32, 32]               0
          Conv2d-113           [-1, 16, 32, 32]           2,304
     BatchNorm2d-114           [-1, 16, 32, 32]              32
          Conv2d-115           [-1, 16, 32, 32]           2,304
     BatchNorm2d-116           [-1, 16, 32, 32]              32
      BasicBlock-117           [-1, 16, 32, 32]               0
          Conv2d-118           [-1, 16, 32, 32]           2,304
     BatchNorm2d-119           [-1, 16, 32, 32]              32
          Conv2d-120           [-1, 16, 32, 32]           2,304
     BatchNorm2d-121           [-1, 16, 32, 32]              32
      BasicBlock-122           [-1, 16, 32, 32]               0
          Conv2d-123           [-1, 16, 32, 32]           2,304
     BatchNorm2d-124           [-1, 16, 32, 32]              32
          Conv2d-125           [-1, 16, 32, 32]           2,304
     BatchNorm2d-126           [-1, 16, 32, 32]              32
      BasicBlock-127           [-1, 16, 32, 32]               0
          Conv2d-128           [-1, 16, 32, 32]           2,304
     BatchNorm2d-129           [-1, 16, 32, 32]              32
          Conv2d-130           [-1, 16, 32, 32]           2,304
     BatchNorm2d-131           [-1, 16, 32, 32]              32
      BasicBlock-132           [-1, 16, 32, 32]               0
          Conv2d-133           [-1, 16, 32, 32]           2,304
     BatchNorm2d-134           [-1, 16, 32, 32]              32
          Conv2d-135           [-1, 16, 32, 32]           2,304
     BatchNorm2d-136           [-1, 16, 32, 32]              32
      BasicBlock-137           [-1, 16, 32, 32]               0
          Conv2d-138           [-1, 16, 32, 32]           2,304
     BatchNorm2d-139           [-1, 16, 32, 32]              32
          Conv2d-140           [-1, 16, 32, 32]           2,304
     BatchNorm2d-141           [-1, 16, 32, 32]              32
      BasicBlock-142           [-1, 16, 32, 32]               0
          Conv2d-143           [-1, 16, 32, 32]           2,304
     BatchNorm2d-144           [-1, 16, 32, 32]              32
          Conv2d-145           [-1, 16, 32, 32]           2,304
     BatchNorm2d-146           [-1, 16, 32, 32]              32
      BasicBlock-147           [-1, 16, 32, 32]               0
          Conv2d-148           [-1, 16, 32, 32]           2,304
     BatchNorm2d-149           [-1, 16, 32, 32]              32
          Conv2d-150           [-1, 16, 32, 32]           2,304
     BatchNorm2d-151           [-1, 16, 32, 32]              32
      BasicBlock-152           [-1, 16, 32, 32]               0
          Conv2d-153           [-1, 16, 32, 32]           2,304
     BatchNorm2d-154           [-1, 16, 32, 32]              32
          Conv2d-155           [-1, 16, 32, 32]           2,304
     BatchNorm2d-156           [-1, 16, 32, 32]              32
      BasicBlock-157           [-1, 16, 32, 32]               0
          Conv2d-158           [-1, 16, 32, 32]           2,304
     BatchNorm2d-159           [-1, 16, 32, 32]              32
          Conv2d-160           [-1, 16, 32, 32]           2,304
     BatchNorm2d-161           [-1, 16, 32, 32]              32
      BasicBlock-162           [-1, 16, 32, 32]               0
          Conv2d-163           [-1, 16, 32, 32]           2,304
     BatchNorm2d-164           [-1, 16, 32, 32]              32
          Conv2d-165           [-1, 16, 32, 32]           2,304
     BatchNorm2d-166           [-1, 16, 32, 32]              32
      BasicBlock-167           [-1, 16, 32, 32]               0
          Conv2d-168           [-1, 16, 32, 32]           2,304
     BatchNorm2d-169           [-1, 16, 32, 32]              32
          Conv2d-170           [-1, 16, 32, 32]           2,304
     BatchNorm2d-171           [-1, 16, 32, 32]              32
      BasicBlock-172           [-1, 16, 32, 32]               0
          Conv2d-173           [-1, 16, 32, 32]           2,304
     BatchNorm2d-174           [-1, 16, 32, 32]              32
          Conv2d-175           [-1, 16, 32, 32]           2,304
     BatchNorm2d-176           [-1, 16, 32, 32]              32
      BasicBlock-177           [-1, 16, 32, 32]               0
          Conv2d-178           [-1, 16, 32, 32]           2,304
     BatchNorm2d-179           [-1, 16, 32, 32]              32
          Conv2d-180           [-1, 16, 32, 32]           2,304
     BatchNorm2d-181           [-1, 16, 32, 32]              32
      BasicBlock-182           [-1, 16, 32, 32]               0
          Conv2d-183           [-1, 16, 32, 32]           2,304
     BatchNorm2d-184           [-1, 16, 32, 32]              32
          Conv2d-185           [-1, 16, 32, 32]           2,304
     BatchNorm2d-186           [-1, 16, 32, 32]              32
      BasicBlock-187           [-1, 16, 32, 32]               0
          Conv2d-188           [-1, 16, 32, 32]           2,304
     BatchNorm2d-189           [-1, 16, 32, 32]              32
          Conv2d-190           [-1, 16, 32, 32]           2,304
     BatchNorm2d-191           [-1, 16, 32, 32]              32
      BasicBlock-192           [-1, 16, 32, 32]               0
          Conv2d-193           [-1, 16, 32, 32]           2,304
     BatchNorm2d-194           [-1, 16, 32, 32]              32
          Conv2d-195           [-1, 16, 32, 32]           2,304
     BatchNorm2d-196           [-1, 16, 32, 32]              32
      BasicBlock-197           [-1, 16, 32, 32]               0
          Conv2d-198           [-1, 16, 32, 32]           2,304
     BatchNorm2d-199           [-1, 16, 32, 32]              32
          Conv2d-200           [-1, 16, 32, 32]           2,304
     BatchNorm2d-201           [-1, 16, 32, 32]              32
      BasicBlock-202           [-1, 16, 32, 32]               0
          Conv2d-203           [-1, 16, 32, 32]           2,304
     BatchNorm2d-204           [-1, 16, 32, 32]              32
          Conv2d-205           [-1, 16, 32, 32]           2,304
     BatchNorm2d-206           [-1, 16, 32, 32]              32
      BasicBlock-207           [-1, 16, 32, 32]               0
          Conv2d-208           [-1, 16, 32, 32]           2,304
     BatchNorm2d-209           [-1, 16, 32, 32]              32
          Conv2d-210           [-1, 16, 32, 32]           2,304
     BatchNorm2d-211           [-1, 16, 32, 32]              32
      BasicBlock-212           [-1, 16, 32, 32]               0
          Conv2d-213           [-1, 16, 32, 32]           2,304
     BatchNorm2d-214           [-1, 16, 32, 32]              32
          Conv2d-215           [-1, 16, 32, 32]           2,304
     BatchNorm2d-216           [-1, 16, 32, 32]              32
      BasicBlock-217           [-1, 16, 32, 32]               0
          Conv2d-218           [-1, 16, 32, 32]           2,304
     BatchNorm2d-219           [-1, 16, 32, 32]              32
          Conv2d-220           [-1, 16, 32, 32]           2,304
     BatchNorm2d-221           [-1, 16, 32, 32]              32
      BasicBlock-222           [-1, 16, 32, 32]               0
          Conv2d-223           [-1, 16, 32, 32]           2,304
     BatchNorm2d-224           [-1, 16, 32, 32]              32
          Conv2d-225           [-1, 16, 32, 32]           2,304
     BatchNorm2d-226           [-1, 16, 32, 32]              32
      BasicBlock-227           [-1, 16, 32, 32]               0
          Conv2d-228           [-1, 16, 32, 32]           2,304
     BatchNorm2d-229           [-1, 16, 32, 32]              32
          Conv2d-230           [-1, 16, 32, 32]           2,304
     BatchNorm2d-231           [-1, 16, 32, 32]              32
      BasicBlock-232           [-1, 16, 32, 32]               0
          Conv2d-233           [-1, 16, 32, 32]           2,304
     BatchNorm2d-234           [-1, 16, 32, 32]              32
          Conv2d-235           [-1, 16, 32, 32]           2,304
     BatchNorm2d-236           [-1, 16, 32, 32]              32
      BasicBlock-237           [-1, 16, 32, 32]               0
          Conv2d-238           [-1, 16, 32, 32]           2,304
     BatchNorm2d-239           [-1, 16, 32, 32]              32
          Conv2d-240           [-1, 16, 32, 32]           2,304
     BatchNorm2d-241           [-1, 16, 32, 32]              32
      BasicBlock-242           [-1, 16, 32, 32]               0
          Conv2d-243           [-1, 16, 32, 32]           2,304
     BatchNorm2d-244           [-1, 16, 32, 32]              32
          Conv2d-245           [-1, 16, 32, 32]           2,304
     BatchNorm2d-246           [-1, 16, 32, 32]              32
      BasicBlock-247           [-1, 16, 32, 32]               0
          Conv2d-248           [-1, 16, 32, 32]           2,304
     BatchNorm2d-249           [-1, 16, 32, 32]              32
          Conv2d-250           [-1, 16, 32, 32]           2,304
     BatchNorm2d-251           [-1, 16, 32, 32]              32
      BasicBlock-252           [-1, 16, 32, 32]               0
          Conv2d-253           [-1, 16, 32, 32]           2,304
     BatchNorm2d-254           [-1, 16, 32, 32]              32
          Conv2d-255           [-1, 16, 32, 32]           2,304
     BatchNorm2d-256           [-1, 16, 32, 32]              32
      BasicBlock-257           [-1, 16, 32, 32]               0
          Conv2d-258           [-1, 16, 32, 32]           2,304
     BatchNorm2d-259           [-1, 16, 32, 32]              32
          Conv2d-260           [-1, 16, 32, 32]           2,304
     BatchNorm2d-261           [-1, 16, 32, 32]              32
      BasicBlock-262           [-1, 16, 32, 32]               0
          Conv2d-263           [-1, 16, 32, 32]           2,304
     BatchNorm2d-264           [-1, 16, 32, 32]              32
          Conv2d-265           [-1, 16, 32, 32]           2,304
     BatchNorm2d-266           [-1, 16, 32, 32]              32
      BasicBlock-267           [-1, 16, 32, 32]               0
          Conv2d-268           [-1, 16, 32, 32]           2,304
     BatchNorm2d-269           [-1, 16, 32, 32]              32
          Conv2d-270           [-1, 16, 32, 32]           2,304
     BatchNorm2d-271           [-1, 16, 32, 32]              32
      BasicBlock-272           [-1, 16, 32, 32]               0
          Conv2d-273           [-1, 16, 32, 32]           2,304
     BatchNorm2d-274           [-1, 16, 32, 32]              32
          Conv2d-275           [-1, 16, 32, 32]           2,304
     BatchNorm2d-276           [-1, 16, 32, 32]              32
      BasicBlock-277           [-1, 16, 32, 32]               0
          Conv2d-278           [-1, 16, 32, 32]           2,304
     BatchNorm2d-279           [-1, 16, 32, 32]              32
          Conv2d-280           [-1, 16, 32, 32]           2,304
     BatchNorm2d-281           [-1, 16, 32, 32]              32
      BasicBlock-282           [-1, 16, 32, 32]               0
          Conv2d-283           [-1, 16, 32, 32]           2,304
     BatchNorm2d-284           [-1, 16, 32, 32]              32
          Conv2d-285           [-1, 16, 32, 32]           2,304
     BatchNorm2d-286           [-1, 16, 32, 32]              32
      BasicBlock-287           [-1, 16, 32, 32]               0
          Conv2d-288           [-1, 16, 32, 32]           2,304
     BatchNorm2d-289           [-1, 16, 32, 32]              32
          Conv2d-290           [-1, 16, 32, 32]           2,304
     BatchNorm2d-291           [-1, 16, 32, 32]              32
      BasicBlock-292           [-1, 16, 32, 32]               0
          Conv2d-293           [-1, 16, 32, 32]           2,304
     BatchNorm2d-294           [-1, 16, 32, 32]              32
          Conv2d-295           [-1, 16, 32, 32]           2,304
     BatchNorm2d-296           [-1, 16, 32, 32]              32
      BasicBlock-297           [-1, 16, 32, 32]               0
          Conv2d-298           [-1, 16, 32, 32]           2,304
     BatchNorm2d-299           [-1, 16, 32, 32]              32
          Conv2d-300           [-1, 16, 32, 32]           2,304
     BatchNorm2d-301           [-1, 16, 32, 32]              32
      BasicBlock-302           [-1, 16, 32, 32]               0
          Conv2d-303           [-1, 16, 32, 32]           2,304
     BatchNorm2d-304           [-1, 16, 32, 32]              32
          Conv2d-305           [-1, 16, 32, 32]           2,304
     BatchNorm2d-306           [-1, 16, 32, 32]              32
      BasicBlock-307           [-1, 16, 32, 32]               0
          Conv2d-308           [-1, 16, 32, 32]           2,304
     BatchNorm2d-309           [-1, 16, 32, 32]              32
          Conv2d-310           [-1, 16, 32, 32]           2,304
     BatchNorm2d-311           [-1, 16, 32, 32]              32
      BasicBlock-312           [-1, 16, 32, 32]               0
          Conv2d-313           [-1, 16, 32, 32]           2,304
     BatchNorm2d-314           [-1, 16, 32, 32]              32
          Conv2d-315           [-1, 16, 32, 32]           2,304
     BatchNorm2d-316           [-1, 16, 32, 32]              32
      BasicBlock-317           [-1, 16, 32, 32]               0
          Conv2d-318           [-1, 16, 32, 32]           2,304
     BatchNorm2d-319           [-1, 16, 32, 32]              32
          Conv2d-320           [-1, 16, 32, 32]           2,304
     BatchNorm2d-321           [-1, 16, 32, 32]              32
      BasicBlock-322           [-1, 16, 32, 32]               0
          Conv2d-323           [-1, 16, 32, 32]           2,304
     BatchNorm2d-324           [-1, 16, 32, 32]              32
          Conv2d-325           [-1, 16, 32, 32]           2,304
     BatchNorm2d-326           [-1, 16, 32, 32]              32
      BasicBlock-327           [-1, 16, 32, 32]               0
          Conv2d-328           [-1, 16, 32, 32]           2,304
     BatchNorm2d-329           [-1, 16, 32, 32]              32
          Conv2d-330           [-1, 16, 32, 32]           2,304
     BatchNorm2d-331           [-1, 16, 32, 32]              32
      BasicBlock-332           [-1, 16, 32, 32]               0
          Conv2d-333           [-1, 16, 32, 32]           2,304
     BatchNorm2d-334           [-1, 16, 32, 32]              32
          Conv2d-335           [-1, 16, 32, 32]           2,304
     BatchNorm2d-336           [-1, 16, 32, 32]              32
      BasicBlock-337           [-1, 16, 32, 32]               0
          Conv2d-338           [-1, 16, 32, 32]           2,304
     BatchNorm2d-339           [-1, 16, 32, 32]              32
          Conv2d-340           [-1, 16, 32, 32]           2,304
     BatchNorm2d-341           [-1, 16, 32, 32]              32
      BasicBlock-342           [-1, 16, 32, 32]               0
          Conv2d-343           [-1, 16, 32, 32]           2,304
     BatchNorm2d-344           [-1, 16, 32, 32]              32
          Conv2d-345           [-1, 16, 32, 32]           2,304
     BatchNorm2d-346           [-1, 16, 32, 32]              32
      BasicBlock-347           [-1, 16, 32, 32]               0
          Conv2d-348           [-1, 16, 32, 32]           2,304
     BatchNorm2d-349           [-1, 16, 32, 32]              32
          Conv2d-350           [-1, 16, 32, 32]           2,304
     BatchNorm2d-351           [-1, 16, 32, 32]              32
      BasicBlock-352           [-1, 16, 32, 32]               0
          Conv2d-353           [-1, 16, 32, 32]           2,304
     BatchNorm2d-354           [-1, 16, 32, 32]              32
          Conv2d-355           [-1, 16, 32, 32]           2,304
     BatchNorm2d-356           [-1, 16, 32, 32]              32
      BasicBlock-357           [-1, 16, 32, 32]               0
          Conv2d-358           [-1, 16, 32, 32]           2,304
     BatchNorm2d-359           [-1, 16, 32, 32]              32
          Conv2d-360           [-1, 16, 32, 32]           2,304
     BatchNorm2d-361           [-1, 16, 32, 32]              32
      BasicBlock-362           [-1, 16, 32, 32]               0
          Conv2d-363           [-1, 32, 16, 16]           4,608
     BatchNorm2d-364           [-1, 32, 16, 16]              64
          Conv2d-365           [-1, 32, 16, 16]           9,216
     BatchNorm2d-366           [-1, 32, 16, 16]              64
     LambdaLayer-367           [-1, 32, 16, 16]               0
      BasicBlock-368           [-1, 32, 16, 16]               0
          Conv2d-369           [-1, 32, 16, 16]           9,216
     BatchNorm2d-370           [-1, 32, 16, 16]              64
          Conv2d-371           [-1, 32, 16, 16]           9,216
     BatchNorm2d-372           [-1, 32, 16, 16]              64
      BasicBlock-373           [-1, 32, 16, 16]               0
          Conv2d-374           [-1, 32, 16, 16]           9,216
     BatchNorm2d-375           [-1, 32, 16, 16]              64
          Conv2d-376           [-1, 32, 16, 16]           9,216
     BatchNorm2d-377           [-1, 32, 16, 16]              64
      BasicBlock-378           [-1, 32, 16, 16]               0
          Conv2d-379           [-1, 32, 16, 16]           9,216
     BatchNorm2d-380           [-1, 32, 16, 16]              64
          Conv2d-381           [-1, 32, 16, 16]           9,216
     BatchNorm2d-382           [-1, 32, 16, 16]              64
      BasicBlock-383           [-1, 32, 16, 16]               0
          Conv2d-384           [-1, 32, 16, 16]           9,216
     BatchNorm2d-385           [-1, 32, 16, 16]              64
          Conv2d-386           [-1, 32, 16, 16]           9,216
     BatchNorm2d-387           [-1, 32, 16, 16]              64
      BasicBlock-388           [-1, 32, 16, 16]               0
          Conv2d-389           [-1, 32, 16, 16]           9,216
     BatchNorm2d-390           [-1, 32, 16, 16]              64
          Conv2d-391           [-1, 32, 16, 16]           9,216
     BatchNorm2d-392           [-1, 32, 16, 16]              64
      BasicBlock-393           [-1, 32, 16, 16]               0
          Conv2d-394           [-1, 32, 16, 16]           9,216
     BatchNorm2d-395           [-1, 32, 16, 16]              64
          Conv2d-396           [-1, 32, 16, 16]           9,216
     BatchNorm2d-397           [-1, 32, 16, 16]              64
      BasicBlock-398           [-1, 32, 16, 16]               0
          Conv2d-399           [-1, 32, 16, 16]           9,216
     BatchNorm2d-400           [-1, 32, 16, 16]              64
          Conv2d-401           [-1, 32, 16, 16]           9,216
     BatchNorm2d-402           [-1, 32, 16, 16]              64
      BasicBlock-403           [-1, 32, 16, 16]               0
          Conv2d-404           [-1, 32, 16, 16]           9,216
     BatchNorm2d-405           [-1, 32, 16, 16]              64
          Conv2d-406           [-1, 32, 16, 16]           9,216
     BatchNorm2d-407           [-1, 32, 16, 16]              64
      BasicBlock-408           [-1, 32, 16, 16]               0
          Conv2d-409           [-1, 32, 16, 16]           9,216
     BatchNorm2d-410           [-1, 32, 16, 16]              64
          Conv2d-411           [-1, 32, 16, 16]           9,216
     BatchNorm2d-412           [-1, 32, 16, 16]              64
      BasicBlock-413           [-1, 32, 16, 16]               0
          Conv2d-414           [-1, 32, 16, 16]           9,216
     BatchNorm2d-415           [-1, 32, 16, 16]              64
          Conv2d-416           [-1, 32, 16, 16]           9,216
     BatchNorm2d-417           [-1, 32, 16, 16]              64
      BasicBlock-418           [-1, 32, 16, 16]               0
          Conv2d-419           [-1, 32, 16, 16]           9,216
     BatchNorm2d-420           [-1, 32, 16, 16]              64
          Conv2d-421           [-1, 32, 16, 16]           9,216
     BatchNorm2d-422           [-1, 32, 16, 16]              64
      BasicBlock-423           [-1, 32, 16, 16]               0
          Conv2d-424           [-1, 32, 16, 16]           9,216
     BatchNorm2d-425           [-1, 32, 16, 16]              64
          Conv2d-426           [-1, 32, 16, 16]           9,216
     BatchNorm2d-427           [-1, 32, 16, 16]              64
      BasicBlock-428           [-1, 32, 16, 16]               0
          Conv2d-429           [-1, 32, 16, 16]           9,216
     BatchNorm2d-430           [-1, 32, 16, 16]              64
          Conv2d-431           [-1, 32, 16, 16]           9,216
     BatchNorm2d-432           [-1, 32, 16, 16]              64
      BasicBlock-433           [-1, 32, 16, 16]               0
          Conv2d-434           [-1, 32, 16, 16]           9,216
     BatchNorm2d-435           [-1, 32, 16, 16]              64
          Conv2d-436           [-1, 32, 16, 16]           9,216
     BatchNorm2d-437           [-1, 32, 16, 16]              64
      BasicBlock-438           [-1, 32, 16, 16]               0
          Conv2d-439           [-1, 32, 16, 16]           9,216
     BatchNorm2d-440           [-1, 32, 16, 16]              64
          Conv2d-441           [-1, 32, 16, 16]           9,216
     BatchNorm2d-442           [-1, 32, 16, 16]              64
      BasicBlock-443           [-1, 32, 16, 16]               0
          Conv2d-444           [-1, 32, 16, 16]           9,216
     BatchNorm2d-445           [-1, 32, 16, 16]              64
          Conv2d-446           [-1, 32, 16, 16]           9,216
     BatchNorm2d-447           [-1, 32, 16, 16]              64
      BasicBlock-448           [-1, 32, 16, 16]               0
          Conv2d-449           [-1, 32, 16, 16]           9,216
     BatchNorm2d-450           [-1, 32, 16, 16]              64
          Conv2d-451           [-1, 32, 16, 16]           9,216
     BatchNorm2d-452           [-1, 32, 16, 16]              64
      BasicBlock-453           [-1, 32, 16, 16]               0
          Conv2d-454           [-1, 32, 16, 16]           9,216
     BatchNorm2d-455           [-1, 32, 16, 16]              64
          Conv2d-456           [-1, 32, 16, 16]           9,216
     BatchNorm2d-457           [-1, 32, 16, 16]              64
      BasicBlock-458           [-1, 32, 16, 16]               0
          Conv2d-459           [-1, 32, 16, 16]           9,216
     BatchNorm2d-460           [-1, 32, 16, 16]              64
          Conv2d-461           [-1, 32, 16, 16]           9,216
     BatchNorm2d-462           [-1, 32, 16, 16]              64
      BasicBlock-463           [-1, 32, 16, 16]               0
          Conv2d-464           [-1, 32, 16, 16]           9,216
     BatchNorm2d-465           [-1, 32, 16, 16]              64
          Conv2d-466           [-1, 32, 16, 16]           9,216
     BatchNorm2d-467           [-1, 32, 16, 16]              64
      BasicBlock-468           [-1, 32, 16, 16]               0
          Conv2d-469           [-1, 32, 16, 16]           9,216
     BatchNorm2d-470           [-1, 32, 16, 16]              64
          Conv2d-471           [-1, 32, 16, 16]           9,216
     BatchNorm2d-472           [-1, 32, 16, 16]              64
      BasicBlock-473           [-1, 32, 16, 16]               0
          Conv2d-474           [-1, 32, 16, 16]           9,216
     BatchNorm2d-475           [-1, 32, 16, 16]              64
          Conv2d-476           [-1, 32, 16, 16]           9,216
     BatchNorm2d-477           [-1, 32, 16, 16]              64
      BasicBlock-478           [-1, 32, 16, 16]               0
          Conv2d-479           [-1, 32, 16, 16]           9,216
     BatchNorm2d-480           [-1, 32, 16, 16]              64
          Conv2d-481           [-1, 32, 16, 16]           9,216
     BatchNorm2d-482           [-1, 32, 16, 16]              64
      BasicBlock-483           [-1, 32, 16, 16]               0
          Conv2d-484           [-1, 32, 16, 16]           9,216
     BatchNorm2d-485           [-1, 32, 16, 16]              64
          Conv2d-486           [-1, 32, 16, 16]           9,216
     BatchNorm2d-487           [-1, 32, 16, 16]              64
      BasicBlock-488           [-1, 32, 16, 16]               0
          Conv2d-489           [-1, 32, 16, 16]           9,216
     BatchNorm2d-490           [-1, 32, 16, 16]              64
          Conv2d-491           [-1, 32, 16, 16]           9,216
     BatchNorm2d-492           [-1, 32, 16, 16]              64
      BasicBlock-493           [-1, 32, 16, 16]               0
          Conv2d-494           [-1, 32, 16, 16]           9,216
     BatchNorm2d-495           [-1, 32, 16, 16]              64
          Conv2d-496           [-1, 32, 16, 16]           9,216
     BatchNorm2d-497           [-1, 32, 16, 16]              64
      BasicBlock-498           [-1, 32, 16, 16]               0
          Conv2d-499           [-1, 32, 16, 16]           9,216
     BatchNorm2d-500           [-1, 32, 16, 16]              64
          Conv2d-501           [-1, 32, 16, 16]           9,216
     BatchNorm2d-502           [-1, 32, 16, 16]              64
      BasicBlock-503           [-1, 32, 16, 16]               0
          Conv2d-504           [-1, 32, 16, 16]           9,216
     BatchNorm2d-505           [-1, 32, 16, 16]              64
          Conv2d-506           [-1, 32, 16, 16]           9,216
     BatchNorm2d-507           [-1, 32, 16, 16]              64
      BasicBlock-508           [-1, 32, 16, 16]               0
          Conv2d-509           [-1, 32, 16, 16]           9,216
     BatchNorm2d-510           [-1, 32, 16, 16]              64
          Conv2d-511           [-1, 32, 16, 16]           9,216
     BatchNorm2d-512           [-1, 32, 16, 16]              64
